#,*EventCODE,*EventType,*Action ( Reboot + 3+ shutdown) or Error/Warning/Info/Busy/Idle/Stop,"Response to negative options selected by the user - Cancel, No etc","*SourceComponent , mandatory if Ack is true",Yes/No,High/Medium/Low/None,True/False,EnglishString,Ok-Yes+No-Continue+Stop-Ok+Cancel,Yes/No,EventInfo
#EventId,EventMacro,EventType,ActionTypePositive,ActionTypeNegative,Source,AlarmTone,*LogLevel,UserLog,EventString,GUIEvent,StatusBarIcon,EventInfo
33751043,EVENT_SCHEDULER_UNLOAD_TRAY_OCCUPIED_SCHEDULE_STOPPED,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,Schedule execution has stopped as unload tray is occupied,,Yes,
33751044,EVENT_SCHEDULER_SCHEDULING_ACTIVE,Info,,,Scheduler,No,MEDIUM,FALSE,Scheduling is active,,No,
33751045,EVENT_SCHEDULER_NEW_SCHEDULE_AVAILABLE,Info,,,Scheduler,No,MEDIUM,FALSE,New schedule is available,,No,
33751046,EVENT_SCHEDULER_MISSED_EXECUTION,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,Command has not been executed in time,,Yes,
33751047,EVENT_SCHEDULER_LOAD_TRAY_OPEN,Warning,,,Scheduler,Yes,MEDIUM,FALSE,Load tray is open,,Yes,
33751048,EVENT_SCHEDULER_NO_VALID_SOLUTION,Warning,,,Scheduler,Yes,MEDIUM,FALSE,Scheduler has not found any valid solution,,Yes,
33751049,EVENT_SCHEDULER_INVALID_PROGRAM,Warning,,,Scheduler,Yes,MEDIUM,FALSE,Rack %1 with program %2 could not be started,Ok,Yes,
33751050,EVENT_SCHEDULER_EXECUTION_HALTED,Info,,,Scheduler,No,MEDIUM,FALSE,Execution has been suspended,,No,
33751051,EVENT_SCHEDULER_EXECUTION_CONTINUED,Info,,,Scheduler,No,MEDIUM,FALSE,Execution is continuing,,No,
33751052,EVENT_SCHEDULER_STATION_NOT_AVAILABLE,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,Required station is not available,,Yes,
33751053,EVENT_SCHEDULER_UNLOAD_TRAY_REQUESTED,Info,,,Scheduler,No,MEDIUM,FALSE,First attempt to block unload tray,,No,
33751054,EVENT_SCHEDULER_INVALID_SCHEDULE_DETECTED_BY_VERIFIER,Error,Stop,,Scheduler,Yes,HIGH,TRUE,Verifier has detected an invalid schedule,,Yes,
33751055,EVENT_SCHEDULER_INVALID_EXECUTION_DETECTED_BY_VERIFIER,Error,Stop,,Scheduler,Yes,HIGH,TRUE,Verifier has detected an invalid command '%1' with reason %2,,Yes,
33751056,EVENT_SCHEDULER_COMMAND_FAILED,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,Execution of command has failed %1,,Yes,
33751057,EVENT_SCHEDULER_COMMAND_TIMEOUT,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,Command %1 could not be executed in time,Ok,Yes,
33751058,EVENT_SCHEDULER_OVEN_COVER_OPEN,Info,,,Scheduler,No,MEDIUM,FALSE,Oven cover is open,,No,
33751059,EVENT_SCHEDULER_OVEN_COVER_CLOSED,Info,,,Scheduler,No,MEDIUM,FALSE,Oven cover is closed,,No,
33751060,EVENT_SCHEDULER_SKIP_SLIDE_COUNTER_OVEN_COVER_OPEN,Warning,,,Scheduler,Yes,MEDIUM,FALSE,Skipping slide counting as oven cover is open,,Yes,
33751061,EVENT_SCHEDULER_DURATION_DATA_MISSING,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,Command duration could not be determined,,Yes,
33751062,EVENT_SCHEDULER_NO_VALID_STATION_FOR_SCHEDULING,Error,Stop,,Scheduler,Yes,MEDIUM,TRUE,No station available to schedule step,,Yes,
33751063,EVENT_SCHEDULER_RACK_INSERTED,Info,Busy,,Scheduler,No,MEDIUM,FALSE,Rack %1 will now be scheduled,,No,
33751064,EVENT_SCHEDULER_RACK_REMOVED,Info,Idle,,Scheduler,No,MEDIUM,FALSE,Rack %1 will be removed from schedule,Ok,No,
33751065,EVENT_SCHEDULER_COMMAND_WITHOUT_DURATION,Error,,,Scheduler,Yes,MEDIUM,TRUE,Duration of command is zero,,Yes,
33751066,EVENT_SCHEDULER_EXCEPTION,Info,,,,,MEDIUM,FALSE,,,,
33751067,EVENT_SCHEDULER_UNEXPECTED_ERROR_WHILE_SCHEDULING,Error,,,,,MEDIUM,FALSE,An unexpected error has occurred while scheduling,,,
33751068,EVENT_SCHEDULER_UNDEFINED_COMMAND,Info,,,,,MEDIUM,FALSE,,,,
33751069,EVENT_SCHEDULER_CMD_HEAT_STATION,Info,,,,,MEDIUM,FALSE,Scheduler Command Heat Station %1 with temperature %3,,,
33751070,EVENT_SCHEDULER_CMD_UNHEAT_STATION,Info,,,,,MEDIUM,FALSE,Scheduler Command Unheat Station %1,,,
33751071,EVENT_SCHEDULER_CMD_MOVE_EMPTY,Info,,,,,MEDIUM,FALSE,Scheduler Command Move Empty to station %1,,,
33751072,EVENT_SCHEDULER_CMD_ATTACH,Info,,,,,MEDIUM,FALSE,Scheduler Command Attach rack %2 at station %1,,,
33751073,EVENT_SCHEDULER_CMD_TRANSPORT,Info,,,,,MEDIUM,FALSE,Scheduler Command Transport rack %2 to station %1,,,
33751074,EVENT_SCHEDULER_CMD_DETACH,Info,,,,,MEDIUM,FALSE,Scheduler Command Detach rack %2 at station %1,,,
33751075,EVENT_SCHEDULER_CMD_LOCK_LOAD_TRAY,Info,,,,,MEDIUM,FALSE,Scheduler Command Lock Load Tray,,,
33751076,EVENT_SCHEDULER_CMD_LOCK_UNLOAD_TRAY,Info,,,,,MEDIUM,FALSE,Scheduler Command Lock Unload Tray,,,
33751077,EVENT_SCHEDULER_CMD_TRY_LOCK_UNLOAD_TRAY,Info,,,,,MEDIUM,FALSE,Scheduler Command Try Lock Unload Tray,,,
33751078,EVENT_SCHEDULER_CMD_UNLOCK_LOAD_TRAY,Info,,,,,MEDIUM,FALSE,Scheduler Command Unlock Load Tray,,,
33751079,EVENT_SCHEDULER_CMD_UNLOCK_UNLOAD_TRAY,Info,,,,,MEDIUM,FALSE,Scheduler Command Unlock Unload Tray,,,
33751080,EVENT_SCHEDULER_CMD_FILL_WATER_STATION,Info,,,,,MEDIUM,FALSE,Scheduler Command Fill Water Station %1,,,
33751081,EVENT_SCHEDULER_CMD_DRAIN_WATER_STATION,Info,,,,,MEDIUM,FALSE,Scheduler Command Drain Water Station %1,,,
33751082,EVENT_SCHEDULER_CMD_ACTIVATE_AGITATION,Info,,,,,MEDIUM,FALSE,Scheduler Command Activate Agitation,,,
33751083,EVENT_SCHEDULER_CMD_DEACTIVATE_AGITATION,Info,,,,,MEDIUM,FALSE,Scheduler Command Deactivate Agitation,,,
33751084,EVENT_SCHEDULER_CMD_OPEN_OVEN_COVER,Info,,,,,MEDIUM,FALSE,Scheduler Command Open Oven Cover,,,
33751085,EVENT_SCHEDULER_CMD_CLOSE_OVEN_COVER,Info,,,,,MEDIUM,FALSE,Scheduler Command Close Oven Cover,,,
33751086,EVENT_SCHEDULER_CMD_COUNT_SLIDES,Info,,,,,MEDIUM,FALSE,Scheduler Command Count Slides,,,
33751087,EVENT_SCHEDULER_CMD_MOVE_DOWN,Info,,,,,MEDIUM,FALSE,Scheduler Command Move Down at station %1,,,
33751088,EVENT_SCHEDULER_CMD_MOVE_UP,Info,,,,,MEDIUM,FALSE,Scheduler Command Move Up at station %1,,,
33751089,EVENT_SCHEDULER_CMD_MOVE_DOWN_SLOW,Info,,,,,MEDIUM,FALSE,Scheduler Command Move Down Slow at station %1,,,
33751090,EVENT_SCHEDULER_CMD_MOVE_UP_SLOW,Info,,,,,MEDIUM,FALSE,Scheduler Command Move Up Slow at station %1,,,
33751091,EVENT_SCHEDULER_CMD_CHECK_STATION_READY,Info,,,,,MEDIUM,FALSE,Scheduler Command Check Station Ready at station %1,,,
33751092,EVENT_SCHEDULER_CMD_CHECK_SLIDE_COUNTER_READY,Info,,,,,MEDIUM,FALSE,Scheduler Command Check Slide Counter Ready,,,
33751093,EVENT_SCHEDULER_CMD_STOP_GRIPPER,Info,,,,,MEDIUM,FALSE,Scheduler Command Stop Gripper,,,
33751094,EVENT_SCHEDULER_DURATION_EXCEEDED,Warning,,,,,Low,FALSE,Staining duration may have been exceeded,Ok,,
33751095,EVENT_SCHEDULER_PROGRAM_INVALID_NO_STEP_STATION,Warning,,,,No,Medium,,Program %1 is not valid because step %2 has no station associated to it,,,
33751096,EVENT_SCHEDULER_PROGRAM_INVALID_FIRST_STATION_UNACCESSIBLE,Warning,,,,No,Medium,,Program %1 is not valid because first step is not accessible,,,
33751097,EVENT_SCHEDULER_PROGRAM_INVALID_LAST_STATION_UNACCESSIBLE,Warning,,,,No,Medium,,Program %1 is not valid because last step is not accessible,,,
33751098,EVENT_SCHEDULER_PROGRAM_INVALID_UNKNOWN_STATION,Warning,,,,No,Medium,,Program %1 is not valid because station %2 is unknown,,,
33751099,EVENT_SCHEDULER_PROGRAM_INVALID_STATIONS_SCATTERED,Warning,,,,No,Medium,,Program %1 is not valid because stations %2 and %3 are in different zones,,,
33751100,EVENT_SCHEDULER_PROGRAM_INVALID_STATION_DISABLED,Warning,,,,No,Medium,,Program %1 is not valid because there is no enabled station for step %2,,,
33751101,EVENT_SCHEDULER_PROGRAM_INVALID_STATION_UNACCESSIBLE,Warning,,,,No,Medium,,Program %1 is not valid because station %2 is not accessible,,,
33751102,EVENT_SCHEDULER_FINAL_STATION_UNLOADER,Warning,,,,No,High,TRUE,Final step of rack %1 has changed to unloader,Ok,,
33751103,EVENT_SCHEDULER_FINAL_STATION_TRANSFER,Warning,,,,No,High,TRUE,Final step of rack %1 has changed to Sepia transfer,Ok,,
33751104,EVENT_SCHEDULER_WRONG_RACK_AT_GRAPPLER_1,Error,Stop,,,No,High,TRUE,Wrong rack at grappler 1 (found %1 - expected %2),Ok,,
33751105,EVENT_SCHEDULER_WRONG_RACK_AT_GRAPPLER_2,Error,Stop,,,No,High,TRUE,Wrong rack at grappler 2 (found %1 - expected %2),Ok,,
33751106,EVENT_SCHEDULER_REMOVE_ALL_RACKS,Info,RemoveAllRacks,,,No,High,TRUE,Please remove all racks from device and press Ok when finished,Yes+No,,
33751107,EVENT_SCHEDULER_REQUEST_RACK_REMOVAL,Info,,,,No,High,TRUE,Please remove rack %1,Ok,,
33751108,EVENT_SCHEDULER_REMOVE_RACK,Warning,RemoveRack,,Scheduler,No,High,TRUE,Have you removed rack %1 ?,Ok,,
33751109,EVENT_SCHEDULER_STATION_DEFECT,Error,Stop,,,No,High,TRUE,Cannot continue because station %1 is defect,Ok,,
33751110,EVENT_SCHEDULER_STATION_NOT_READY,Warning,,,Scheduler,No,High,TRUE,Cannot continue because station %1 is not ready,Ok,,
33751111,EVENT_SCHEDULER_RACK_ALREADY_PRESENT,Error,RemoveRack,,Scheduler,No,High,TRUE,Cannot process rack with Id %1 because it has a duplicate already running. Please remove all instances with this rack Id.,Ok,,
33816577,EVENT_DM_INVALID_PROGRAM_ID,Info,,,,No,Medium,TRUE,,,,
33816578,EVENT_DM_PROGRAM_NAME_REPEATED,Info,,,,No,Medium,TRUE,"Program name ""%1"" not unique",,,
33816579,EVENT_DM_SHORT_NAME_REPEATED,Info,,,,No,Medium,TRUE,"Program short name ""%1"" not unique",,,
33816580,EVENT_DM_OVEN_NOT_FIRST_STEP,Info,,,,No,Medium,TRUE,"Please select oven as first step for the program ""%1"".",,,
33816581,EVENT_DM_REAGENTID_NOT_UNIQUE,Info,,,,No,Medium,TRUE,,,,
33816582,EVENT_DM_TRANS_UNLOADER_STEP_ONLY,Info,,,,No,Medium,TRUE,Program cannot contain only Unloader/Transfer program step,,,
33816583,EVENT_DM_CONSTRUCTION_FAILED,Info,Info,,,,No,Medium,TRUE,,,
33816584,EVENT_DM_PROGRAM_XML_READ_FAILED,Info,,,,No,Medium,TRUE,,,,
33816585,EVENT_DM_REAGENT_XML_READ_FAILED,Info,,,,No,Medium,TRUE,,,,
33816586,EVENT_DM_PROG_SEQ_XML_READ_FAILED,Info,,,,No,Medium,TRUE,,,,
33816587,EVENT_DM_STATIONS_XML_READ_FAILED,Info,,,,No,Medium,TRUE,,,,
33816588,EVENT_DM_STATIONGRID_XML_READ_FAILED,Info,,,,No,Medium,TRUE,,,,
33816589,EVENT_DM_STATIONGRID_VERIFICATION_FAILED,Info,,,,No,Medium,TRUE,,,,
33816590,EVENT_DM_STATION_VERIFICATION_FAILED,Info,,,,No,Medium,TRUE,,,,
33816591,EVENT_DM_REAGENT_VERIFICATION_FAILED,Info,,,,No,Medium,TRUE,,,,
33816592,EVENT_DM_PROGRRAM_VERIFICATION_FAILED,Info,,,,No,Medium,TRUE,,,,
33816593,EVENT_DM_PROG_SEQ_VERIFICATION_FAILED,Info,,,,No,Medium,TRUE,,,,
33816594,EVENT_DM_BLG_CONF_READ_FAILED,Info,,,,No,Medium,TRUE,,,,
33816595,EVENT_DM_BLG_CONF_VERIFICATION_FAILED,Info,,,,No,Medium,TRUE,,,,
33816596,EVENT_DM_PROGRAM_INVALID_INDEX,,,,,,,,,,,
33816597,EVENT_DM_PROG_COUNT_EXCEEDS_LIMIT,,,,,,,,,,,
33816598,EVENT_DM_NEXT_STEPID_INVALID,,,,,,,,,,,
33816599,EVENT_DM_NEXT_STEPID_LESS_THAN_ONE,,,,,,,,,,,
33816600,EVENT_DM_PROGRAM_ID_NOT_FOUND,,,,,,,,,,,
33816601,EVENT_DM_PROGSHORT_NAME_LENGTH_CHECK_FAILED,,,,,,,,,,,
33816602,EVENT_DM_PROGLONG_NAME_LENGTH_CHECK_FAILED,,,,,,,,,,,
33816603,EVENT_DM_UKNOWN_PROG_COLOUR,,,,,,,,,,,
33816604,EVENT_DM_PROG_COLOUR_NOT_UNIQUE,,,,,,,,,,,
33816605,EVENT_DM_PROG_STEP_COUNT_EXCEEDS_LIMIT,,,,,,,,,,,
33816606,EVENT_DM_PROG_VERFIER_INVALID_REAGENT_ID,,,,,,,,,,,
33816607,EVENT_DM_REAGENT_USED_IN_MULTIPLE_PROG_STEPS,,,,,,,,,,,
33816608,EVENT_DM_INVALID_STEP_ID,,,,,,,,,,,
33816609,EVENT_DM_INVALID_LEICA_PARALLEL_STN_CNT,,,,,,,,,,,
33816610,EVENT_DM_INTENSITY_STEP_COUNT_INVALID,,,,,,,,,,,
33816611,EVENT_DM_STEP_INTENSITY_VALUE_INVALID,,,,,,,,,,,
33816612,EVENT_DM_STEP_RANGE_LOW_VALUE_EMPTY,,,,,,,,,,,
33816613,EVENT_DM_STEP_RANGE_LOW_ZERO,,,,,,,,,,,
33816614,EVENT_DM_STEP_RANGE_HIGH_VALUE_EMPTY,,,,,,,,,,,
33816615,EVENT_DM_STEP_RANGE_HIGH_ZERO,,,,,,,,,,,
33816616,EVENT_DM_STEP_MIN_DURATION_EMPTY,,,,,,,,,,,
33816617,EVENT_DM_STEP_MIN_DURATION_INVALID,,,,,,,,,,,
33816618,EVENT_DM_STEP_MAX_DURATION_INVALID,,,,,,,,,,,
33816619,EVENT_DM_TIME_TOLERANCE_ZERO,,,,,,,,,,,
33816620,EVENT_DM_PROG_INVALID_DURATION_FORMAT,,,,,,,,,,,
33816621,EVENT_DM_NULL_PTR,,,,,,,,,,,
33816622,EVENT_DM_PROG_LEICA_REAGENT_COUNT,,,,,,,,,,,
33816623,EVENT_DM_PROG_ID_NOT_UNIQUE,,,,,,,,,,,
33816624,EVENT_DM_PROG_DELETE_FAILED_ID_NOT_FOUND,,,,,,,,,,,
33816625,EVENT_DM_REAGENT_ID_LIST_UPDATE_FAILED,,,,,,,,,,,
33816626,EVENT_DM_PROG_DELETE_FAILED_TEXT,,,,,,,,,,,
33816832,EVENT_DM_REAGENT_EVENTS,,,,,,,,,,,
33816833,EVENT_DM_REAGENT_NAME_REPEATED,Info,,,,No,Medium,TRUE,Reagent name '%1' already in use. Please choose different reagent name,,,
33816834,EVENT_DM_REAGENT_SHORT_NAME_REPEATED,Info,,,,No,Medium,TRUE,Reagent Short name '%1' already in use. Please choose different Reagent Short name,,,
33816835,EVENT_DM_REAGENT_ID_REPEATED,Info,,,,No,Medium,TRUE,Reagent ID '%1' already in use. Please choose different Reagent ID,,,
33816836,EVENT_DM_REAGENT_ID_DOESTNOT_EXISTS,Info,,,,No,Medium,TRUE,Reagent ID '%1' does not exists in the list,,,
33816837,EVENT_DM_REAGENT_MAX_COUNT,Info,,,,No,Medium,TRUE,Too many reagents (max 100 allowed):,,,
33816838,EVENT_DM_REAGENT_INVALID_PREFIX,Info,,,,No,Medium,TRUE,"Reagent '%1' Reagent ID doesn't start with S,L,U",,,
33816839,EVENT_DM_REAGENT_SHORTNAME_TOOLONG,Info,,,,No,Medium,TRUE,Reagent '%1' Short Name is too long (max 10 Characters),,,
33816840,EVENT_DM_REAGENT_LONGNAME_TOOLONG,Info,,,,No,Medium,TRUE,Reagent '%1' Long Name is too long (max 32 Characters),,,
33816841,EVENT_DM_REAGENT_MAXSLIDES_REACHED,Info,,,,No,Medium,TRUE,Reagent '%1' The value for Slides max must be equal or less than 3000.,,,
33816842,EVENT_DM_REAGENT_LESS_USE_DAYS,Info,,,,No,Medium,TRUE,Reagent '%1' The value for Days max must be equal or less than 99.,,,
33816843,EVENT_DM_REAGENT_TEMP_NOTIN_LIMIT,Info,,,,No,Medium,TRUE,Reagent '%1' Temperature not in limit (between 37 and 75),,,
33816844,EVENT_DM_REAGENT_HEATING_MODE_UNDEF,Info,,,,No,Medium,TRUE,Reagent '%1' Heating Start mode Undefined,,,
33816845,EVENT_DM_REAGENT_LIST_WRITE_FAILED,Info,,,,No,Medium,TRUE,ReagentList writing failed '%1' reagents,,,
33816846,EVENT_DM_REAGENT_LIST_READ_FAILED,Info,,,,No,Medium,TRUE,ReagentList reading failed '%1' reagents,,,
33816847,EVENT_DM_REAGENT_OPERATION_FAILED,Info,,,,No,Medium,TRUE,%1' operation failed,,,
33816848,EVENT_DM_REAGENT_NAME_UNIQUE,Info,,,,No,Medium,TRUE,Reagent name must be unique.,,,
33816849,EVENT_DM_REAGENT_SHORT_NAME_UNIQUE,Info,,,,No,Medium,TRUE,Short name must be unique.,,,
33816850,EVENT_DM_REAGENT_MAXSLIDES_RANGE,Info,,,,No,Medium,TRUE,The value for Slides max must be equal or less than 3000.,,,
33816851,EVENT_DM_REAGENT_USE_DAYS_RANGE,Info,,,,No,Medium,TRUE,The value for Days max must be equal or less than 99.,,,
33817088,EVENT_DM_GV_REAGENTID_EXIST_IN_PROGRAM_NOT_IN_REAGENT,Error,,,,,Medium,TRUE,"Reagent ID exists in the Program list, not in Reagent list: %1",Ok,,
33817089,EVENT_DM_GV_REAGENTID_EXIST_IN_STATION_NOT_IN_REAGENT,Error,,,,,Medium,TRUE,"Reagent ID exists in Station list, not in Reagenet list : %1",Ok,,
33817090,EVENT_DM_GV_NO_OF_PROGRAMS_NOT_MATCHING,Error,,,,,Medium,TRUE,No of program in Program sequece list does not match with program list,Ok,,
33817091,EVENT_DM_GV_PROGRAM_ID_EXIST_IN_STATION_NOT_IN_PROGRAM,Error,,,,,Medium,TRUE,"Program ID exists in the Program sequence list, not in Program list : %1",OK,,
33817092,EVENT_DM_GV_REAGENTID_EXIST_IN_SETTINGS_NOT_IN_REAGENT,Error,,,,,Medium,TRUE,"Reagent ID exist in User settings, not in the Reagent list: %1",Ok,,
33817093,EVENT_DM_GV_STATIONID_EXIST_IN_STATION_NOT_IN_STATIONMATRIX,Error,,,,,Medium,TRUE,"Station ID exist in Station list, not in Station matrix : %1",Ok,,
33882113,EVENT_BLG_GENERATION_SUCCESS,Info,,,,No,High,TRUE,Bath layout successfully generated,Ok,,
33882114,EVENT_BLG_READING_INPUTFILE_FAILED,Error,,,,No,High,FALSE,BLG failed : one or more Invalid Input files,,,
33882115,EVENT_BLG_USED_PROGRAM_LIST_EMPTY,Error,,,,No,High,TRUE,BLG failed : Used programs list is empty,Ok,,
33882116,EVENT_BLG_EMPTY_BLGRULES_LIST,Error,,,,No,High,FALSE,BLG failed : Empty BLG rules,,,
33882117,EVENT_BLG_WRITING_OUTPUT_FILES_FAILED,Error,,,,No,High,FALSE,BLG failed : Writing output files,,,
33882120,EVENT_BLG_BATHLAYOUT_SELECTION_FAILED_TREE_EMPTY,Error,,,,No,High,FALSE,BLG failed : Final bathlayout selection failed,,,
33882122,EVENT_BLG_GENERATION_FAILURE,Error,,,,No,High,TRUE,Bathlayout generation failed,Ok,,
33882123,EVENT_BLG_READING_STATIONS_FAILED,Info,,,,,Low,,,,,
33882124,EVENT_BLG_STATIONS_VERIFY_FAILED,Info,,,,,Low,,,,,
33882125,EVENT_BLG_READING_PROG_SEQ_FAILED,Info,,,,,Low,,,,,
33882126,EVENT_BLG_PROG_SEQ_VERIFY_FAILED,Info,,,,,Low,,,,,
33882127,EVENT_BLG_ERROR_STATION_NULL_POINTER,,,,,,,,,,,
33882128,EVENT_BLG_ERROR_CONTAINER_NULL_POINTER,,,,,,,,,,,
33947649,EVENT_IMPORTEXPORT_NO_USB,Error,,,Import/Export,No,High,TRUE,No USB devices found in the system to import files,Ok,,
33947650,EVENT_IMPORT_DIRECTORY_CREATION_FAILED,Error,,,ImportExport,No,High,TRUE,Import is failed. Directory creation failed,,,
33947651,EVENT_IMPORT_NO_USB_DIRECTORY_EXIST,Error,,,ImportExport,No,High,TRUE,Import is failed. There is no USB directory exists in /mnt folder,,,
33947652,EVENT_IMPORT_NO_FILES_TO_IMPORT,Error,,,ImportExport,No,High,TRUE,Import is failed. There are no files to Import the data,Ok,,
33947653,EVENT_IMPORT_ARCHIVE_FILE_FORMAT_NOT_PROPER,Error,,,ImportExport,No,High,TRUE,Import is failed. Format of import file is wrong,,,
33947654,EVENT_IMPORT_TAMPERED_ARCHIVE_FILE,Error,,,ImportExport,No,High,TRUE,Import is failed. Archive file is tampered,,,
33947655,EVENT_IMPORT_REQUIRED_FILES_NOT_AVAILABLE,Error,,,ImportExport,No,High,TRUE,Import is failed. Required files are not available to Import,,,
33947656,EVENT_IMPORT_SWVERSION_NOT_MATCHING,Error,,,ImportExport,No,High,TRUE,Import is failed. SW versions are not matching to Import the files,Ok,,
33947657,EVENT_IMPORT_INIT_CONTAINER_FAILED,Error,,,ImportExport,No,High,TRUE,Import is failed. Container initialization failed,,,
33947658,EVENT_IMPORT_VERIFICATION_CONTAINER_FAILED,Error,,,ImportExport,No,High,TRUE,Import is failed. Verification of the container failed,,,
33947659,EVENT_IMPORT_ROLLBACK_FAILED,Error,,,ImportExport,No,High,TRUE,Import is failed. Rollback failed,,,
33947660,EVENT_IMPORT_UPDATE_ROLLBACK_FAILED,Error,,,ImportExport,No,High,TRUE,Import is failed. Updating rollback failed,,,
33947661,EVENT_IMPORT_NEW_EVENTSTRING_FILE_MISSING,Info,,,ImportExport,No,High,TRUE,Files for language import are not available,,,
33947662,EVENT_IMPORT_SUCCESS,Info,,,ImportExport,No,High,TRUE,Import is successful. Please generate new bathlayout,Ok,,
33947663,EVENT_IMPORT_SUCCESS_LANGUAGE,Info,,,ImportExport,No,High,TRUE,Import is successful. Language files are updated,Ok,,
33947664,EVENT_IMPORT_FAILED,Error,,,ImportExport,No,High,,Import is failed,Ok,,
33947665,EVENT_IMPORTEXPORT_THREADRUNNING,,,,,,,,,,,
34013185,EVENT_RMS_BOTTLE_SCAN_TIMEOUT,Info,,,,,Low,,,,,
34013186,EVENT_RMS_KIT_SCAN_TIMEOUT,Info,,,,,Low,,,,,
34013187,EVENT_RMS_KIT_SCANNED_ALREADY,Info,,,,,Low,,,,,
34013188,EVENT_RMS_BOTTLE_SCANNED_ALREADY,Info,,,,,Low,,,,,
34013189,EVENT_RMS_BLG_GEN_FAILED,Info,,,,,Low,,,,,
34013190,EVENT_RMS_KIT_BEST_BEFORE_EXPIRED,Info,,,,,Low,,,,,
34013191,EVENT_RMS_INVALID_KIT_PROG_ID,Info,,,,,Low,,,,,
34013192,EVENT_RMS_BOTTLE_SCAN_ERROR,Error,,,,,Low,,,,,
34013193,EVENT_RMS_WRITE_STATIONS_FAILED,Error,,,,,Low,,,,,
34013194,EVENT_RMS_DATA_VERIFICATION_FAILED,Info,,,,,Low,,,,,
34013195,EVENT_RMS_INVALID_SCAN_ORDER,Info,,,,,Low,,,,,
34013196,EVENT_RMS_BOTTLE_DATA_ERROR,Error,,,,,Low,,,,,
34013198,EVENT_RMS_ERROR_DATA_CONTAINER_NULL_POINTER,,,,,,,,,,,
34013199,EVENT_RMS_ERROR_UPDATE_STATION,,,,,,,,,,,
34013200,EVENT_RMS_NO_STATION_PRESENT,,,,,,,,,,,
34013201,EVENT_RMS_NO_REAGENT_PRESENT,,,,,,,,,,,
34013202,EVENT_RMS_ERROR_UPDATE_REAGENT,,,,,,,,,,,
34013203,EVENT_RMS_REAGENT_ERROR_NULL_POINTER,,,,,,,,,,,
34013204,EVENT_RMS_LEICA_REAGENT_BEST_BEFORE_DATE_EXPIRED,Warning,,,,No,Medium,,The best before date of a Leica reagent has expired,Ok,,
34013205,EVENT_RMS_REAGENT_ID_NOT_VALID,,,,,,,,,,,
34013206,EVENT_RMS_STATION_ID_NOT_VALID,,,,,,,,,,,
34013207,EVENT_RMS_REAGENT_ID_NOT_PRESENT,,,,,,,,,,,
34013208,EVENT_RMS_LOT_NUMBER_NOT_PRESENT_IN_KIT,,,,,,,,,,,
34013209,EVENT_RMS_ERROR_CONFIRM_LEICA_REAGENT,,,,,,,,,,,
34013210,EVENT_RMS_ERROR_CONFIRM_BATHLAYOUT,,,,,,,,,,,
34013211,EVENT_RMS_ERROR_RESET_STATION_RMS,,,,,,,,,,,
34013212,EVENT_RMS_ERROR_UPDATE_REAGENT_CONTAINER,,,,,,,,,,,
34013213,EVENT_RMS_ERROR_UPDATE_STATION_CONTAINER,,,,,,,,,,,
34013214,EVENT_RMS_ERROR_NO_MORE_BOTTLES_IN_KIT,,,,,,,,,,,
34013215,EVENT_RMS_ERROR_UPDATE_CONTAINERS,,,,,,,,,,,
34013216,EVENT_RMS_STATIONLIST_VERIFICATION_FAILED,,,,,,,,,,,
34078721,EVENT_COLORADO_SEPIA_CONNECTED_NOT_WORKSTATION,,,,,,,,,,,
50397185,ERROR_DCL_DEVCTRL_START_COMM,Error,,,,,Low,FALSE,,,,
50397186,ERROR_DCL_DEVCTRL_READCONFIG,Error,,,,,Low,FALSE,,,,
50397187,EVENT_DCL_DEVCTRL_START_DIAG,Info,,,,,Low,FALSE,,,,
50397188,EVENT_DCL_DEVCTRL_START_NORMAL_OP,Info,,,,,Low,FALSE,,,,
50397189,EVENT_DCL_DEVCTRL_BREAK_NORMAL_OP,Info,,,,,Low,FALSE,,,,
50397190,ERROR_DCL_DEVCTRL_ACTIVATE_TASK_FAILED,Error,,,,,Low,FALSE,,,,
50397191,ERROR_DCL_DEVCTRL_HEARTBEAT_ERROR,Error,,,,,Low,FALSE,,,,
50528257,ERROR_DCL_CONFIG_CAN_MESSAGE_ASSIGN,Error,,,,,Low,FALSE,,,,
50528272,ERROR_DCL_CONFIG_HW_CFG_OPEN_FAILED,Error,,,,,Low,FALSE,,,,
50528273,ERROR_DCL_CONFIG_HW_CFG_PARSE_ERROR,Error,,,,,Low,FALSE,,,,
50528274,ERROR_DCL_CONFIG_HW_CFG_FORMAT_ERROR,Error,,,,,Low,FALSE,,,,
50528275,ERROR_DCL_CONFIG_HW_CFG_VERSION_ERROR,Error,,,,,Low,FALSE,,,,
50528276,ERROR_DCL_CONFIG_HW_CFG_FORMAT_ERROR_MST,Error,,,,,Low,FALSE,,,,
50528277,ERROR_DCL_CONFIG_HW_CFG_FORMAT_ERROR_CAN,Error,,,,,Low,FALSE,,,,
50528278,ERROR_DCL_CONFIG_HW_CFG_FORMAT_ERROR_SLV,Error,,,,,Low,FALSE,,,,
